1000000,750.3213436983439,1
step,reward,seed
0,0.2645127369237194,1
25000,134.16469866667643,1
50000,238.37445532091155,1
75000,366.187302465681,1
100000,335.5695752463216,1
125000,459.5119716828629,1
150000,446.18384325657263,1
175000,524.8704224635446,1
200000,522.1859482293382,1
225000,489.29707215003043,1
250000,540.8994817806763,1
275000,479.93053338771233,1
300000,537.3341652865649,1
325000,535.873610136052,1
350000,570.5792639214585,1
375000,581.906263065802,1
400000,579.1100688993317,1
425000,226.94887852207944,1
450000,331.7070680940222,1
475000,507.64661242981185,1
500000,588.7508809840357,1
525000,520.3833822989187,1
550000,638.4127209206559,1
575000,445.5669700152224,1
600000,648.7171090559123,1
625000,634.5734991660108,1
650000,632.5754074362851,1
675000,665.0400886274978,1
700000,714.8861086002452,1
725000,680.4653553854896,1
750000,690.4715716327289,1
775000,712.4964869715698,1
800000,714.1890287779618,1
825000,0.2695103424978313,1
850000,0.24077959640910412,1
875000,604.1102204156018,1
900000,582.4902739964888,1
925000,663.3555527705124,1
950000,631.619387710046,1
975000,701.8091809322588,1
1000000,698.2391559216005,1
